id,archetype,quantity,image_src,set_code,card_number,lorcanaapi_set,Unique_ID
64,Lorcana Amber Steel Dwarf's Mine analysis _ inkDecks.com.html,4,/img/cards/lorcana/TFC/4-c1-en-1_1468x2048.webp,TFC,4,TFC,TFC-004
65,Lorcana Amber Steel Dwarf's Mine analysis _ inkDecks.com.html,4,/img/cards/lorcana/ROTF/201-204-en-2_1468x2048.webp,ROTF,201,ROF,ROF-201
66,Lorcana Amber Steel Dwarf's Mine analysis _ inkDecks.com.html,4,/img/cards/lorcana/ROTF/199-204-en-2_1468x2048.webp,ROTF,199,ROF,ROF-199
67,Lorcana Amber Steel Dwarf's Mine analysis _ inkDecks.com.html,4,/img/cards/lorcana/SHM/16-204-en-5_1468x2048.webp,SHM,16,SSK,SSK-016
68,Lorcana Amber Steel Dwarf's Mine analysis _ inkDecks.com.html,4,/img/cards/lorcana/ROTF/186-204-en-2_1468x2048.webp,ROTF,186,ROF,ROF-186
69,Lorcana Amber Steel Dwarf's Mine analysis _ inkDecks.com.html,4,/img/cards/lorcana/SHM/193-204-en-5_1468x2048.webp,SHM,193,SSK,SSK-193
70,Lorcana Amber Steel Dwarf's Mine analysis _ inkDecks.com.html,4,/img/cards/lorcana/SHM/204-204-en-5_1468x2048.webp,SHM,204,SSK,SSK-204
71,Lorcana Amber Steel Dwarf's Mine analysis _ inkDecks.com.html,4,/img/cards/lorcana/SEA/2-204-en-6_1468x2048.webp,SEA,2,AZS,AZS-002
72,Lorcana Amber Steel Dwarf's Mine analysis _ inkDecks.com.html,4,/img/cards/lorcana/SEA/191-204-en-6_1468x2048.webp,SEA,191,AZS,AZS-191
73,Lorcana Amber Steel Dwarf's Mine analysis _ inkDecks.com.html,4,/img/cards/lorcana/ITI/223-204-en-3_1468x2048.webp,ITI,016,INK,INK-016
74,Lorcana Amber Steel Dwarf's Mine analysis _ inkDecks.com.html,3,/img/cards/lorcana/SHM/191-204-en-5_1468x2048.webp,SHM,191,SSK,SSK-191
75,Lorcana Amber Steel Dwarf's Mine analysis _ inkDecks.com.html,2,/img/cards/lorcana/SEA/186-204-en-6_1468x2048.webp,SEA,186,AZS,AZS-186
76,Lorcana Amber Steel Dwarf's Mine analysis _ inkDecks.com.html,2,/img/cards/lorcana/ITI/7-204-en-3_1468x2048.webp,ITI,7,INK,INK-007
77,Lorcana Amber Steel Dwarf's Mine analysis _ inkDecks.com.html,1,/img/cards/lorcana/SEA/181-204-en-6_1468x2048.webp,SEA,181,AZS,AZS-181
78,Lorcana Amber Steel Dwarf's Mine analysis _ inkDecks.com.html,1,/img/cards/lorcana/SHM/23-204-en-5_1468x2048.webp,SHM,23,SSK,SSK-023
79,Lorcana Amber Steel Dwarf's Mine analysis _ inkDecks.com.html,1,/img/cards/lorcana/URSU/178-204-en-4_1468x2048.webp,URSU,178,URS,URS-178
80,Lorcana Amber Steel Dwarf's Mine analysis _ inkDecks.com.html,1,/img/cards/lorcana/SEA/189-204-en-6_1468x2048.webp,SEA,189,AZS,AZS-189
81,Lorcana Amber Steel Steelsong analysis _ inkDecks.com.html,4,/img/cards/lorcana/TFC/2-204-en-1_1468x2048.webp,TFC,2,TFC,TFC-002
82,Lorcana Amber Steel Steelsong analysis _ inkDecks.com.html,4,/img/cards/lorcana/TFC/195-204-en-1_1468x2048.webp,TFC,195,TFC,TFC-195
83,Lorcana Amber Steel Steelsong analysis _ inkDecks.com.html,4,/img/cards/lorcana/ROTF/3-204-en-2_1468x2048.webp,ROTF,3,ROF,ROF-003
84,Lorcana Amber Steel Steelsong analysis _ inkDecks.com.html,4,/img/cards/lorcana/ROTF/199-204-en-2_1468x2048.webp,ROTF,199,ROF,ROF-199
85,Lorcana Amber Steel Steelsong analysis _ inkDecks.com.html,4,/img/cards/lorcana/ROTF/201-204-en-2_1468x2048.webp,ROTF,201,ROF,ROF-201
86,Lorcana Amber Steel Steelsong analysis _ inkDecks.com.html,4,/img/cards/lorcana/TFC/4-c1-en-1_1468x2048.webp,TFC,4,TFC,TFC-004
87,Lorcana Amber Steel Steelsong analysis _ inkDecks.com.html,3,/img/cards/lorcana/ITI/221-204-en-3_1468x2048.webp,ITI,190,INK,INK-190
88,Lorcana Amber Steel Steelsong analysis _ inkDecks.com.html,3,/img/cards/lorcana/ITI/189-204-en-3_1468x2048.webp,ITI,189,INK,INK-189
89,Lorcana Amber Steel Steelsong analysis _ inkDecks.com.html,3,/img/cards/lorcana/ITI/184-204-en-3_1468x2048.webp,ITI,184,INK,INK-184
90,Lorcana Amber Steel Steelsong analysis _ inkDecks.com.html,3,/img/cards/lorcana/ITI/222-204-en-3_1468x2048.webp,ITI,195,INK,INK-195
91,Lorcana Amber Steel Steelsong analysis _ inkDecks.com.html,2,/img/cards/lorcana/TFC/198-204-en-1_1468x2048.webp,TFC,198,TFC,TFC-198
92,Lorcana Amber Steel Steelsong analysis _ inkDecks.com.html,2,/img/cards/lorcana/ROTF/3-c1-en-2_1468x2048.webp,ROTF,3,ROF,ROF-003
93,Lorcana Amber Steel Steelsong analysis _ inkDecks.com.html,2,/img/cards/lorcana/ROTF/27-204-en-2_1468x2048.webp,ROTF,27,ROF,ROF-027
94,Lorcana Amber Steel Steelsong analysis _ inkDecks.com.html,2,/img/cards/lorcana/ROTF/26-204-en-2_1468x2048.webp,ROTF,26,ROF,ROF-026
95,Lorcana Amber Steel Steelsong analysis _ inkDecks.com.html,2,/img/cards/lorcana/ITI/28-204-en-3_1468x2048.webp,ITI,28,INK,INK-028
96,Lorcana Amber Steel Steelsong analysis _ inkDecks.com.html,2,/img/cards/lorcana/SHM/195-204-en-5_1468x2048.webp,SHM,195,SSK,SSK-195
97,Lorcana Amber Steel Steelsong analysis _ inkDecks.com.html,2,/img/cards/lorcana/URSU/25-204-en-4_1468x2048.webp,URSU,25,URS,URS-025
98,Lorcana Amber Steel Steelsong analysis _ inkDecks.com.html,2,/img/cards/lorcana/ROTF/34-204-en-2_1468x2048.webp,ROTF,34,ROF,ROF-034
99,Lorcana Amber Steel Steelsong analysis _ inkDecks.com.html,2,/img/cards/lorcana/TFC/216-204-en-1_1468x2048.webp,TFC,193,TFC,TFC-193
100,Lorcana Amber Steel Steelsong analysis _ inkDecks.com.html,2,/img/cards/lorcana/SHM/3-204-en-5_1468x2048.webp,SHM,3,SSK,SSK-003
101,Lorcana Amber Steel Steelsong analysis _ inkDecks.com.html,1,/img/cards/lorcana/ITI/223-204-en-3_1468x2048.webp,ITI,016,INK,INK-016
102,Lorcana Amber Steel Steelsong analysis _ inkDecks.com.html,1,/img/cards/lorcana/ROTF/186-204-en-2_1468x2048.webp,ROTF,186,ROF,ROF-186
103,Lorcana Amber Steel Steelsong analysis _ inkDecks.com.html,1,/img/cards/lorcana/ROTF/174-204-en-2_1468x2048.webp,ROTF,174,ROF,ROF-174
104,Lorcana Amber Steel Steelsong analysis _ inkDecks.com.html,1,/img/cards/lorcana/SHM/16-204-en-5_1468x2048.webp,SHM,16,SSK,SSK-016
105,Lorcana Amber Steel Steelsong analysis _ inkDecks.com.html,1,/img/cards/lorcana/ROTF/31-204-en-2_1468x2048.webp,ROTF,31,ROF,ROF-031
106,Lorcana Amber Steel Steelsong analysis _ inkDecks.com.html,1,/img/cards/lorcana/ROTF/173-204-en-2_1468x2048.webp,ROTF,173,ROF,ROF-173
107,Lorcana Amethyst Steel Aggro analysis _ inkDecks.com.html,4,/img/cards/lorcana/ROTF/51-204-en-2_1468x2048.webp,ROTF,51,ROF,ROF-051
108,Lorcana Amethyst Steel Aggro analysis _ inkDecks.com.html,4,/img/cards/lorcana/ROTF/46-204-en-2_1468x2048.webp,ROTF,46,ROF,ROF-046
109,Lorcana Amethyst Steel Aggro analysis _ inkDecks.com.html,4,/img/cards/lorcana/ITI/184-204-en-3_1468x2048.webp,ITI,184,INK,INK-184
110,Lorcana Amethyst Steel Aggro analysis _ inkDecks.com.html,4,/img/cards/lorcana/ITI/36-204-en-3_1468x2048.webp,ITI,36,INK,INK-036
111,Lorcana Amethyst Steel Aggro analysis _ inkDecks.com.html,4,/img/cards/lorcana/SEA/49-204-en-6_1468x2048.webp,SEA,49,AZS,AZS-049
112,Lorcana Amethyst Steel Aggro analysis _ inkDecks.com.html,4,/img/cards/lorcana/SHM/195-204-en-5_1468x2048.webp,SHM,195,SSK,SSK-195
113,Lorcana Amethyst Steel Aggro analysis _ inkDecks.com.html,4,/img/cards/lorcana/ROTF/49-204-en-2_1468x2048.webp,ROTF,49,ROF,ROF-049
114,Lorcana Amethyst Steel Aggro analysis _ inkDecks.com.html,4,/img/cards/lorcana/SEA/53-204-en-6_1468x2048.webp,SEA,53,AZS,AZS-053
115,Lorcana Amethyst Steel Aggro analysis _ inkDecks.com.html,3,/img/cards/lorcana/SEA/191-204-en-6_1468x2048.webp,SEA,191,AZS,AZS-191
116,Lorcana Amethyst Steel Aggro analysis _ inkDecks.com.html,3,/img/cards/lorcana/SHM/48-204-en-5_1468x2048.webp,SHM,48,SSK,SSK-048
117,Lorcana Amethyst Steel Aggro analysis _ inkDecks.com.html,3,/img/cards/lorcana/ROTF/201-204-en-2_1468x2048.webp,ROTF,201,ROF,ROF-201
118,Lorcana Amethyst Steel Aggro analysis _ inkDecks.com.html,3,/img/cards/lorcana/ROTF/50-204-en-2_1468x2048.webp,ROTF,50,ROF,ROF-050
119,Lorcana Amethyst Steel Aggro analysis _ inkDecks.com.html,3,/img/cards/lorcana/URSU/48-204-en-4_1468x2048.webp,URSU,48,URS,URS-048
120,Lorcana Amethyst Steel Aggro analysis _ inkDecks.com.html,3,/img/cards/lorcana/ROTF/52-204-en-2_1468x2048.webp,ROTF,52,ROF,ROF-052
121,Lorcana Amethyst Steel Aggro analysis _ inkDecks.com.html,2,/img/cards/lorcana/SEA/40-204-en-6_1468x2048.webp,SEA,40,AZS,AZS-040
122,Lorcana Amethyst Steel Aggro analysis _ inkDecks.com.html,2,/img/cards/lorcana/ITI/222-204-en-3_1468x2048.webp,ITI,195,INK,INK-195
123,Lorcana Amethyst Steel Aggro analysis _ inkDecks.com.html,2,/img/cards/lorcana/ROTF/186-204-en-2_1468x2048.webp,ROTF,186,ROF,ROF-186
124,Lorcana Amethyst Steel Aggro analysis _ inkDecks.com.html,2,/img/cards/lorcana/SHM/193-204-en-5_1468x2048.webp,SHM,193,SSK,SSK-193
125,Lorcana Amethyst Steel Aggro analysis _ inkDecks.com.html,2,/img/cards/lorcana/SHM/68-204-en-5_1468x2048.webp,SHM,68,SSK,SSK-068
126,Lorcana Amethyst Steel Aggro analysis _ inkDecks.com.html,2,/img/cards/lorcana/TFC/197-204-en-1_1468x2048.webp,TFC,197,TFC,TFC-197
127,Lorcana Amethyst Steel Aggro analysis _ inkDecks.com.html,2,/img/cards/lorcana/TFC/64-204-en-1_1468x2048.webp,TFC,64,TFC,TFC-064
128,Lorcana Amethyst Steel Aggro analysis _ inkDecks.com.html,1,/img/cards/lorcana/URSU/36-204-en-4_1468x2048.webp,URSU,36,URS,URS-036
129,Lorcana Amethyst Steel Aggro analysis _ inkDecks.com.html,1,/img/cards/lorcana/TFC/48-204-en-1_1468x2048.webp,TFC,48,TFC,TFC-048
130,Lorcana Amethyst Steel Aggro analysis _ inkDecks.com.html,1,/img/cards/lorcana/TFC/216-204-en-1_1468x2048.webp,TFC,193,TFC,TFC-193
131,Lorcana Emerald Steel Discard analysis _ inkDecks.com.html,4,/img/cards/lorcana/TFC/98-204-en-1_1468x2048.webp,TFC,98,TFC,TFC-098
132,Lorcana Emerald Steel Discard analysis _ inkDecks.com.html,4,/img/cards/lorcana/ROTF/199-204-en-2_1468x2048.webp,ROTF,199,ROF,ROF-199
133,Lorcana Emerald Steel Discard analysis _ inkDecks.com.html,4,/img/cards/lorcana/ITI/91-204-en-3_1468x2048.webp,ITI,91,INK,INK-091
134,Lorcana Emerald Steel Discard analysis _ inkDecks.com.html,4,/img/cards/lorcana/ITI/90-204-en-3_1468x2048.webp,ITI,90,INK,INK-090
135,Lorcana Emerald Steel Discard analysis _ inkDecks.com.html,4,/img/cards/lorcana/ROTF/89-204-en-2_1468x2048.webp,ROTF,89,ROF,ROF-089
136,Lorcana Emerald Steel Discard analysis _ inkDecks.com.html,4,/img/cards/lorcana/ROTF/201-204-en-2_1468x2048.webp,ROTF,201,ROF,ROF-201
137,Lorcana Emerald Steel Discard analysis _ inkDecks.com.html,4,/img/cards/lorcana/ROTF/173-204-en-2_1468x2048.webp,ROTF,173,ROF,ROF-173
138,Lorcana Emerald Steel Discard analysis _ inkDecks.com.html,3,/img/cards/lorcana/URSU/71-204-en-4_1468x2048.webp,URSU,71,URS,URS-071
139,Lorcana Emerald Steel Discard analysis _ inkDecks.com.html,3,/img/cards/lorcana/URSU/70-204-en-4_1468x2048.webp,URSU,70,URS,URS-070
140,Lorcana Emerald Steel Discard analysis _ inkDecks.com.html,3,/img/cards/lorcana/ROTF/98-204-en-2_1468x2048.webp,ROTF,98,ROF,ROF-098
141,Lorcana Emerald Steel Discard analysis _ inkDecks.com.html,3,/img/cards/lorcana/SHM/195-204-en-5_1468x2048.webp,SHM,195,SSK,SSK-195
142,Lorcana Emerald Steel Discard analysis _ inkDecks.com.html,3,/img/cards/lorcana/URSU/97-204-en-4_1468x2048.webp,URSU,97,URS,URS-097
143,Lorcana Emerald Steel Discard analysis _ inkDecks.com.html,3,/img/cards/lorcana/ITI/81-204-en-3_1468x2048.webp,ITI,81,INK,INK-081
144,Lorcana Emerald Steel Discard analysis _ inkDecks.com.html,2,/img/cards/lorcana/TFC/216-204-en-1_1468x2048.webp,TFC,193,TFC,TFC-193
145,Lorcana Emerald Steel Discard analysis _ inkDecks.com.html,2,/img/cards/lorcana/URSU/101-204-en-4_1468x2048.webp,URSU,101,URS,URS-101
146,Lorcana Emerald Steel Discard analysis _ inkDecks.com.html,2,/img/cards/lorcana/ITI/70-204-en-3_1468x2048.webp,ITI,70,INK,INK-070
147,Lorcana Emerald Steel Discard analysis _ inkDecks.com.html,2,/img/cards/lorcana/URSU/90-204-en-4_1468x2048.webp,URSU,90,URS,URS-090
148,Lorcana Emerald Steel Discard analysis _ inkDecks.com.html,2,/img/cards/lorcana/ITI/184-204-en-3_1468x2048.webp,ITI,184,INK,INK-184
149,Lorcana Emerald Steel Discard analysis _ inkDecks.com.html,2,/img/cards/lorcana/TFC/74-204-en-1_1468x2048.webp,TFC,74,TFC,TFC-074
150,Lorcana Emerald Steel Discard analysis _ inkDecks.com.html,1,/img/cards/lorcana/SHM/85-204-en-5_1468x2048.webp,SHM,85,SSK,SSK-085
151,Lorcana Emerald Steel Discard analysis _ inkDecks.com.html,1,/img/cards/lorcana/ITI/73-204-en-3_1468x2048.webp,ITI,73,INK,INK-073
152,Lorcana Emerald Steel Discard analysis _ inkDecks.com.html,1,/img/cards/lorcana/ROTF/174-204-en-2_1468x2048.webp,ROTF,174,ROF,ROF-174
153,Lorcana Emerald Steel Discard analysis _ inkDecks.com.html,1,/img/cards/lorcana/ITI/196-204-en-3_1468x2048.webp,ITI,196,INK,INK-196
154,Lorcana Emerald Steel Discard analysis _ inkDecks.com.html,1,/img/cards/lorcana/ITI/222-204-en-3_1468x2048.webp,ITI,195,INK,INK-195
155,Lorcana Amethyst Ruby Bounce Control analysis _ inkDecks.com.html,4,/img/cards/lorcana/ROTF/46-204-en-2_1468x2048.webp,ROTF,46,ROF,ROF-046
156,Lorcana Amethyst Ruby Bounce Control analysis _ inkDecks.com.html,4,/img/cards/lorcana/TFC/64-204-en-1_1468x2048.webp,TFC,64,TFC,TFC-064
157,Lorcana Amethyst Ruby Bounce Control analysis _ inkDecks.com.html,4,/img/cards/lorcana/ROTF/51-204-en-2_1468x2048.webp,ROTF,51,ROF,ROF-051
158,Lorcana Amethyst Ruby Bounce Control analysis _ inkDecks.com.html,4,/img/cards/lorcana/ROTF/49-204-en-2_1468x2048.webp,ROTF,49,ROF,ROF-049
159,Lorcana Amethyst Ruby Bounce Control analysis _ inkDecks.com.html,4,/img/cards/lorcana/ROTF/52-204-en-2_1468x2048.webp,ROTF,52,ROF,ROF-052
160,Lorcana Amethyst Ruby Bounce Control analysis _ inkDecks.com.html,4,/img/cards/lorcana/TFC/128-204-en-1_1468x2048.webp,TFC,128,TFC,TFC-128
161,Lorcana Amethyst Ruby Bounce Control analysis _ inkDecks.com.html,4,/img/cards/lorcana/TFC/212-204-en-1_1468x2048.webp,TFC,114,TFC,TFC-114
162,Lorcana Amethyst Ruby Bounce Control analysis _ inkDecks.com.html,3,/img/cards/lorcana/ITI/67-204-en-3_1468x2048.webp,ITI,67,INK,INK-067
163,Lorcana Amethyst Ruby Bounce Control analysis _ inkDecks.com.html,2,/img/cards/lorcana/ITI/36-204-en-3_1468x2048.webp,ITI,36,INK,INK-036
164,Lorcana Amethyst Ruby Bounce Control analysis _ inkDecks.com.html,2,/img/cards/lorcana/ROTF/211-204-en-2_1468x2048.webp,ROTF,110,ROF,ROF-110
165,Lorcana Amethyst Ruby Bounce Control analysis _ inkDecks.com.html,2,/img/cards/lorcana/TFC/49-204-en-1_1468x2048.webp,TFC,49,TFC,TFC-049
